date,num_c,num_c_with,sum_mood,sum_mood_with
2015-05-23,34,0,-5.939968321938068,0.0
2015-05-24,5,0,-1.1110632415657165,0.0
2015-05-25,0,0,0.0,0.0
2015-05-26,0,0,0.0,0.0
2015-05-27,0,0,0.0,0.0
2015-05-28,0,0,0.0,0.0
2015-05-29,18,0,-3.203375522978604,0.0
2015-05-30,0,0,0.0,0.0
2015-05-31,0,0,0.0,0.0
2015-06-01,14,0,-1.841839115950279,0.0
2015-06-02,2,0,-0.12949872575700283,0.0
2015-06-03,8,0,-2.1852595056407154,0.0
2015-06-04,2,0,-0.36901122285053134,0.0
2015-06-05,3,0,-0.10369209456257522,0.0
2015-06-06,1,0,0.006855402025394142,0.0
2015-06-07,0,0,0.0,0.0
2015-06-08,0,0,0.0,0.0
2015-06-09,8,0,-0.7810184051049873,0.0
2015-06-10,9,0,-0.7668049453641288,0.0
2015-06-11,47,0,-3.877143108009477,0.0
2015-06-12,1,0,-0.10007888078689575,0.0
2015-06-13,0,0,0.0,0.0
2015-06-14,3,0,-0.8165022768080235,0.0
2015-06-15,18,1,-4.22668697591871,-0.0686359372921288
2015-06-16,27,4,-2.5789175256504677,-0.5403616088442504
2015-06-17,22,0,-3.2454335312359035,0.0
2015-06-18,10,0,-1.2592399846762419,0.0
2015-06-19,0,0,0.0,0.0
2015-06-20,0,0,0.0,0.0
2015-06-21,0,0,0.0,0.0
2015-06-22,0,0,0.0,0.0
2015-06-23,0,0,0.0,0.0
2015-06-24,0,0,0.0,0.0
2015-06-25,19,0,-2.767384826016496,0.0
2015-06-26,0,0,0.0,0.0
2015-06-27,0,0,0.0,0.0
2015-06-28,10,0,-0.44252484932076186,0.0
2015-06-29,0,0,0.0,0.0
2015-06-30,1,0,-0.20952488481998444,0.0
2015-07-01,0,0,0.0,0.0
2015-07-02,0,0,0.0,0.0
2015-07-03,0,0,0.0,0.0
2015-07-04,0,0,0.0,0.0
2015-07-05,5,0,-0.40714453533291817,0.0
2015-07-06,80,0,-16.47815330787853,0.0
2015-07-07,17,0,-2.761810432188213,0.0
